cards,strength,rating,%
8d3c2s2h,-8.5,5,
8d3s3c2h,-7,5,
8d4s3c2h,0,5,
QcJh6c4s,25,4,
QcJh6c5s,25,4,
Jc4c3c2d,30,4,
Jc4c3d3c,23,5,
Jc4d4c3c,24.5,5,
Jc5d4c3c,30,4,
QcTh6s6c,27.5,4,
QcJh6c2s,15,5,
QcJh6c3s,25,4,
QcJd9s6s,25,4,
QcJd8s7s,30,4,
QcJd9s7s,28,4,
Tc6h4c3c,20,5,
Tc7h4c3c,25,4,
Tc8h4c3c,25,4,
Tc9s4c3c,25,4,
QcJh6s6c,32.5,4,
QhQc6s6c,86,1,
QcTh6c2s,10,5,
8d4h3c2h,23,5,
8d5h3c2h,15,5,
8d6h3c2h,15,5,
Qc9h7s6c,20,5,
Qc9h8s6c,20,5,
Qc9s9h6c,40,4,
KsQc9h6c,25,4,
Tc4c3c2s,30,4,
Tc4c3s3c,23,5,
Tc4s4c3c,24.5,5,
Tc5s4c3c,30,4,
Tc6s4c3c,20,5,
Tc7s4c3c,25,4,
Tc8s4c3c,25,4,
QcJd7s6s,30,4,
QcJd8s6s,28,4,
QcTh6c3s,20,5,
QcTh6c4s,20,5,
QcTh6c5s,25,4,
Qc9s8h6c,20,5,
KsQc8h6c,25,4,
Qc7h6c2s,10,5,
Tc4c3d3c,23,5,
Tc4d4c3c,24.5,5,
Tc5d4c3c,30,4,
Tc6d4c3c,20,5,
Tc7d4c3c,25,4,
Tc8d4c3c,25,4,
Tc9d4c3c,25,4,
Tc9h4c3c,25,4,
Qc9h6c2s,10,5,
Qc9h6c3s,15,5,
Qc9h6c4s,15,5,
Qc9h6c5s,20,5,
Qc9h6s6c,22.5,5,
Qs9c4c3c,25,4,
Ks9c4c3c,15,5,
Tc4c3c2d,30,4,
QdQc3h2h,78.5,2,
Tc4c3c2h,30,4,
Tc4c3h3c,23,5,
Tc4h4c3c,24.5,5,
Tc5h4c3c,30,4,
9c4s4c3c,19.5,5,
Qc8h6c2s,5,5,
Qc8h6c3s,10,5,
Qc8h6c4s,10,5,
Qc8h6c5s,15,5,
Qc8h6s6c,17.5,5,
Qc8h7s6c,25,4,
Qc8s8h6c,32.5,4,
9c6s4c3c,20,5,
Qc7h6c3s,15,5,
Qc7h6c4s,15,5,
Qc7h6c5s,25,4,
Qc7h6s6c,22.5,5,
Qc7s7h6c,35,4,
Qc8s7h6c,25,4,
Qc9s7h6c,20,5,
KsQc7h6c,25,4,
Qc6h6c4s,17.5,5,
Qc6h6c5s,22.5,5,
9c7s4c3c,20,5,
9c8s4c3c,20,5,
9s9c4c3c,45,3,
Ts9c4c3c,25,4,
Js9c4c3c,25,4,
QdQc7h3h,58.5,3,
QdQc8h3h,58.5,3,
QdQc9h3h,63.5,3,
QdQc4h2h,71.5,2,
QdQc5h2h,68.5,2,
QdQc6h2h,58.5,3,
QdQc7h2h,58.5,3,
QdQc8h2h,58.5,3,
QdQc9h2h,63.5,3,
QdQc2s2h,60,3,
QdQc3s2h,53.5,3,
QdQc4s2h,48.5,3,
QdQc5s2h,48.5,3,
QdQc6s2h,38.5,4,
QdQc7s2h,38.5,4,
9c5s4c3c,25,4,
QdQc9s3h,43.5,4,
QdQcTs3h,51,3,
QdQcJs3h,56,3,
QsQdQc3h,46.5,3,
KsQdQc3h,56,3,
QdQc5h4h,78.5,2,
QdQc6h4h,71.5,2,
QdQc8s2h,38.5,4,
QdQc9s2h,43.5,4,
QdQcTs2h,51,3,
QdQcJs2h,56,3,
QsQdQc2h,46.5,3,
KsQdQc2h,56,3,
QdQc4h3h,78.5,2,
QdQc5h3h,71.5,2,
QdQc6h3h,68.5,2,
Qc6s6h6c,30,4,
Qc7s6h6c,22.5,5,
Qc8s6h6c,17.5,5,
Qc9s6h6c,22.5,5,
QcTs6h6c,27.5,4,
QcJs6h6c,32.5,4,
QsQc6h6c,86,1,
KsQc6h6c,32.5,4,
Qc8s6c5h,15,5,
Qc9s6c5h,20,5,
QdQc3s3h,61.5,3,
QdQc4s3h,53.5,3,
QdQc5s3h,48.5,3,
QdQc6s3h,48.5,3,
QdQc7s3h,38.5,4,
QdQc8s3h,38.5,4,
QcJs6c5h,25,4,
KsQc6c5h,25,4,
Qc6h6c2s,12.5,5,
Qc6h6c3s,17.5,5,
KsQc6c4h,25,4,
QdQc9h4h,63.5,3,
QdQc4h2s,48.5,3,
QdQc4h3s,53.5,3,
QdQc4s4h,63,3,
QdQc5s4h,53.5,3,
QdQc6s4h,48.5,3,
QdQc7s4h,48.5,3,
QdQc8s4h,38.5,4,
QdQc9s4h,43.5,4,
QdQcTs4h,51,3,
QdQc3h2s,53.5,3,
Qc6c5h4s,25,4,
Qc6c5s5h,21,5,
Qc6s6c5h,22.5,5,
Qc7s6c5h,25,4,
KsQdQc4h,56,3,
QdQc6h5h,78.5,2,
QdQc7h5h,71.5,2,
QdQc8h5h,68.5,2,
QdQc9h5h,63.5,3,
QdQc5h2s,48.5,3,
QdQc5h3s,48.5,3,
QdQc5h4s,53.5,3,
QdQc5s5h,64.5,3,
QdQc7h4h,68.5,2,
QdQc8h4h,58.5,3,
QcTs6c5h,25,4,
QdQc9h7h,71.5,2,
QdQc6s5h,53.5,3,
QdQc7s5h,48.5,3,
QdQc8s5h,48.5,3,
QdQc9s5h,43.5,4,
QdQcTs5h,51,3,
QdQcJs5h,56,3,
QsQdQc5h,46.5,3,
KsQdQc5h,56,3,
QdQc7h6h,78.5,2,
QdQc8h6h,71.5,2,
QdQc9h6h,68.5,2,
QdQcJs4h,56,3,
QsQdQc4h,46.5,3,
Qc6c5h2s,15,5,
Qc6c5h3s,15,5,
Kh9c4c3c,15,5,
9c4c3c2s,25,4,
9c4c3s3c,18,5,
QdQc6h2s,38.5,4,
QdQc6h3s,48.5,3,
QdQc6h4s,48.5,3,
QdQc6h5s,53.5,3,
QdQc6s6h,66,2,
QdQc7s6h,53.5,3,
QdQc8s6h,48.5,3,
QdQc9s6h,48.5,3,
QdQcTs6h,51,3,
QdQcJs6h,56,3,
QsQdQc6h,46.5,3,
KsQdQc6h,56,3,
QdQc8h7h,78.5,2,
QdQc9s7h,48.5,3,
QdQcTs7h,53.5,3,
QdQcJs7h,56,3,
QsQdQc7h,46.5,3,
KsQdQc7h,56,3,
9c4c3c2h,25,4,
9c4c3h3c,18,5,
9c4h4c3c,19.5,5,
9c5h4c3c,25,4,
9c6h4c3c,20,5,
9c7h4c3c,20,5,
9c8h4c3c,20,5,
9h9c4c3c,45,3,
Th9c4c3c,25,4,
Jh9c4c3c,25,4,
Qh9c4c3c,25,4,
Qc6c5s4h,25,4,
Qc6s6c4h,17.5,5,
Qc7s6c4h,15,5,
Qc8s6c4h,10,5,
Qc9s6c4h,15,5,
QcTs6c4h,20,5,
QcJs6c4h,25,4,
8d6s3c2h,-5,5,
8d7s3c2h,-5,5,
QdQc7h2s,38.5,4,
QdQc7h3s,38.5,4,
QdQc7h4s,48.5,3,
QdQc7h5s,48.5,3,
QdQc7h6s,53.5,3,
QdQc7s7h,83.5,1,
QdQc8s7h,53.5,3,
KsQdQc9h,58.5,3,
QdQc9h8h,78.5,2,
QdQc8h2s,38.5,4,
QdQc8h3s,38.5,4,
QdQc8h4s,38.5,4,
QdQc8h5s,48.5,3,
QdQc8h6s,48.5,3,
QdQc8h7s,53.5,3,
QdQc8s8h,86,1,
QdQc9s8h,53.5,3,
QdQcTs8h,53.5,3,
QdQcJs8h,58.5,3,
QsQdQc8h,46.5,3,
Qc6c4h2s,10,5,
Qc6c4h3s,15,5,
Qc6c4s4h,14.5,5,
QdQcTh8s,53.5,3,
QdQcJh2s,56,3,
QdQcJh3s,56,3,
QdQcJh4s,56,3,
QdQcJh5s,56,3,
QdQcJh6s,56,3,
KsQdQc8h,56,3,
QdQc9h2s,43.5,4,
QdQc9h3s,43.5,4,
QdQc9h4s,43.5,4,
QdQc9h5s,43.5,4,
QdQc9h6s,48.5,3,
QdQc9h7s,48.5,3,
QdQc9h8s,53.5,3,
QdQc9s9h,88.5,1,
QsQdQc9h,49,3,
9c4c3d3c,18,5,
9c4d4c3c,19.5,5,
9c5d4c3c,25,4,
9c6d4c3c,20,5,
9c7d4c3c,20,5,
9c8d4c3c,20,5,
9d9c4c3c,45,3,
Td9c4c3c,25,4,
Jd9c4c3c,25,4,
Qd9c4c3c,25,4,
QdQcTh2s,51,3,
QdQcTh3s,51,3,
QdQcTh4s,51,3,
QdQcTh5s,51,3,
QdQcTh6s,51,3,
QdQcTh7s,53.5,3,
Js8d3c2h,0,5,
Qs8d3c2h,-10,5,
Ks8d3c2h,-10,5,
As8d3c2h,0,5,
8d4h3h3c,18,5,
8d5h3h3c,16,5,
8d6h3h3c,13,5,
8d7h3h3c,18,5,
8h8d3h3c,45.5,3,
9h8d3h3c,18,5,
Th8d3h3c,18,5,
Qc6c3s3h,13,5,
Qc6c4s3h,15,5,
Qc9c4c3c,25,4,
Kc9c4c3c,15,5,
9c4c3c2d,25,4,
KhQdQc9s,58.5,3,
Kd9c4c3c,15,5,
QdQcJh8s,58.5,3,
QhQdQc2s,46.5,3,
QhQdQc3s,46.5,3,
QhQdQc4s,46.5,3,
QhQdQc5s,46.5,3,
QhQdQc6s,46.5,3,
QhQdQc7s,46.5,3,
QhQdQc8s,46.5,3,
QhQdQc9s,49,3,
QdQcJh7s,56,3,
Jc9c4c3c,23,5,
8s8d3c2h,17.5,5,
9s8d3c2h,-5,5,
Ts8d3c2h,0,5,
Qc6c5s3h,15,5,
Qc6s6c3h,17.5,5,
Qc7s6c3h,15,5,
Qc8s6c3h,10,5,
Qc9s6c3h,15,5,
QcTs6c3h,20,5,
QcJs6c3h,25,4,
KsQc6c3h,25,4,
QcTs6c2h,10,5,
QcJs6c2h,15,5,
KhQdQc3s,56,3,
KhQdQc4s,56,3,
KhQdQc5s,56,3,
KhQdQc6s,56,3,
KhQdQc7s,56,3,
KhQdQc8s,56,3,
Qs8c4c3c,15,5,
Ks8c4c3c,15,5,
Tc9c4c3c,25,4,
QdQc3s2s,78.5,2,
QdQc4s2s,71.5,2,
QdQc5s2s,68.5,2,
QdQc6s2s,58.5,3,
QdQc7s2s,58.5,3,
QdQc8s2s,58.5,3,
QdQc9s2s,63.5,3,
QdQc4s3s,78.5,2,
QdQc5s3s,71.5,2,
QdQc6s3s,68.5,2,
KhQdQc2s,56,3,
KsQc6c2h,15,5,
Qc6c3h2s,15,5,
Qc6c4s2h,10,5,
Qc6c5s2h,15,5,
Qc6s6c2h,12.5,5,
Qc7s6c2h,10,5,
Qc8s6c2h,5,5,
Qc9s6c2h,10,5,
8c4c3c2s,25,4,
8c4c3s3c,18,5,
8c4s4c3c,19.5,5,
8c5s4c3c,30,4,
8c6s4c3c,20,5,
8c7s4c3c,20,5,
8s8c4c3c,42.5,4,
9s8c4c3c,20,5,
Ts8c4c3c,25,4,
Js8c4c3c,25,4,
QdQc7s3s,58.5,3,
QdQc8s3s,58.5,3,
QdQc9s3s,63.5,3,
QdQc5s4s,78.5,2,
QdQc6s4s,71.5,2,
QdQc7s4s,68.5,2,
QdQc8s4s,58.5,3,
QdQc9s4s,63.5,3,
Kh8c4c3c,15,5,
KdQc9s6c,25,4,
KdQc6c3h,25,4,
KdQc6c4h,25,4,
KdQc7s6c,25,4,
KdQc8s6c,25,4,
Qc6c2s2h,6.5,5,
Qc6c3s2h,15,5,
KdQc6c5h,25,4,
KdQc6h6c,32.5,4,
KdQc7h6c,25,4,
KdQc8h6c,25,4,
KdQc9h6c,25,4,
KdQc6c2s,15,5,
KdQc6c3s,25,4,
KdQc6c4s,25,4,
KdQc6c5s,25,4,
KdQc6s6c,32.5,4,
QdQc8s5s,68.5,2,
QdQc9s5s,63.5,3,
QdQc7s6s,78.5,2,
QdQc8s6s,71.5,2,
QdQc9s6s,68.5,2,
QdQc8s7s,78.5,2,
9c8c4c3c,20,5,
Tc8c4c3c,23,5,
QdQc9s7s,71.5,2,
QdQc9s8s,78.5,2,
Td8c4c3c,25,4,
Jd8c4c3c,25,4,
Qd8c4c3c,15,5,
Kd8c4c3c,15,5,
8c4c3c2h,25,4,
QdQc6s5s,78.5,2,
QdQc7s5s,71.5,2,
QdQc6h6c,86,1,
QcJd6c5h,25,4,
QcJd6h6c,32.5,4,
QdQc6s6c,86,1,
KdQc6c2h,15,5,
9d8c4c3c,20,5,
KdQc3h2h,30,4,
KdQc4h2h,28,4,
KdQc5h2h,25,4,
KdQc6h2h,15,5,
8c4c3h3c,18,5,
8c4h4c3c,19.5,5,
8c5h4c3c,30,4,
8c6h4c3c,20,5,
8c7h4c3c,20,5,
8h8c4c3c,42.5,4,
9h8c4c3c,20,5,
Th8c4c3c,25,4,
Jh8c4c3c,25,4,
Qh8c4c3c,15,5,
Ks7c4c3c,20,5,
Qc8c4c3c,15,5,
QcJd6c2s,15,5,
QcJd6c3s,25,4,
QcJd6c4s,25,4,
QcJd6c5s,25,4,
QcJd6s6c,32.5,4,
QcTd6c2s,10,5,
QcTd6c3s,20,5,
Kc8c4c3c,15,5,
8c4c3c2d,25,4,
8c4c3d3c,18,5,
8c4d4c3c,19.5,5,
8c5d4c3c,30,4,
8c6d4c3c,20,5,
8c7d4c3c,20,5,
8d8c4c3c,42.5,4,
KdQc7h2h,15,5,
KdQc8h2h,15,5,
KdQc9h2h,20,5,
Th7c4c3c,25,4,
Jh7c4c3c,20,5,
Qh7c4c3c,20,5,
Kh7c4c3c,20,5,
7c4c3c2s,30,4,
7c4c3s3c,23,5,
7c4s4c3c,24.5,5,
7s7c4c3c,40,4,
8s7c4c3c,20,5,
9s7c4c3c,20,5,
Ts7c4c3c,25,4,
Js7c4c3c,20,5,
Jc8c4c3c,25,4,
KdQc4s3h,5,5,
KdQc5s3h,5,5,
KdQc6s3h,5,5,
KdQc7s3h,-5,5,
Qs7c4c3c,20,5,
KdQc2s2h,6.5,5,
KdQc3s2h,5,5,
KdQc4s2h,5,5,
KdQc5s2h,5,5,
KdQc6s2h,-5,5,
KdQc7s2h,-5,5,
KdQc8s2h,-5,5,
KdQc9s2h,0,5,
KdQcTs2h,7.5,5,
KdQcJs2h,17.5,5,
KdQsQc2h,56,3,
KdQc4h3h,30,4,
QcTd6c4s,20,5,
QcTd6c5s,25,4,
QcTd6s6c,27.5,4,
QcJd6c2h,15,5,
QcJd6c3h,25,4,
QcJd6c4h,25,4,
Jh8d3h3c,18,5,
Qh8d3h3c,8,5,
KdQc5h3h,28,4,
KdQc6h3h,25,4,
KdQc7h3h,15,5,
KdQc8h3h,15,5,
KdQc9h3h,20,5,
KdQc3h2s,5,5,
KdQc3s3h,8,5,
KdQsQc4h,56,3,
KdQc6h5h,30,4,
KdQc7h5h,28,4,
KdQc8h5h,25,4,
KdQc9h5h,20,5,
KdQc8s3h,-5,5,
KdQc9s3h,0,5,
KdQcTs3h,7.5,5,
KdQcJs3h,17.5,5,
KdQsQc3h,56,3,
KdQc5h4h,30,4,
KdQc6h4h,28,4,
KdQc7h4h,25,4,
KdQc8h4h,15,5,
KdQc9h4h,20,5,
KdQc4h2s,5,5,
KdQc6s5h,5,5,
KdQc7s5h,5,5,
KdQc8s5h,5,5,
KdQc9s5h,0,5,
KdQcTs5h,7.5,5,
KdQcJs5h,17.5,5,
KdQsQc5h,56,3,
KdQc4h3s,5,5,
KdQc4s4h,9.5,5,
KdQc5s4h,5,5,
KdQc6s4h,5,5,
KdQc7s4h,5,5,
KdQc8s4h,-5,5,
KdQc9s4h,0,5,
KdQcTs4h,7.5,5,
KdQcJs4h,17.5,5,
8d3s3h3c,-7,5,
8d4s3h3c,-7,5,
8d5s3h3c,-7,5,
8d6s3h3c,-7,5,
8d7s3h3c,-2,5,
8s8d3h3c,25.5,4,
9s8d3h3c,-2,5,
Ts8d3h3c,-2,5,
Js8d3h3c,-2,5,
Qs8d3h3c,-12,5,
Ks8d3h3c,-12,5,
KsQc9d6c,25,4,
KdQc5h2s,5,5,
KdQc5h3s,5,5,
KdQc5h4s,5,5,
KdQc5s5h,11,5,
KdQc9s7h,5,5,
KdQc7h6h,30,4,
KdQc8h6h,28,4,
KdQc9h6h,25,4,
KdQc6h2s,-5,5,
KdQc6h3s,5,5,
KdQc6h4s,5,5,
KdQc6h5s,5,5,
KdQc6s6h,12.5,5,
KdQc7s6h,5,5,
KdQc8s6h,5,5,
KdQc9s6h,5,5,
KdQcTs6h,7.5,5,
KdQcJs6h,17.5,5,
Kh8d3h3c,8,5,
8d3h3c2s,-7,5,
KdQsQc6h,56,3,
QcTd6c2h,10,5,
QcTd6c3h,20,5,
QcTd6c4h,20,5,
QcTd6c5h,25,4,
QcTd6h6c,27.5,4,
Qc9h9d6c,40,4,
KdQc8h7h,30,4,
KdQc9h7h,28,4,
KdQc7h2s,-5,5,
KdQc7h3s,-5,5,
KdQc7h4s,5,5,
KdQc7h5s,5,5,
KdQc7h6s,5,5,
KdQc7s7h,25,4,
KdQc8s7h,5,5,
KdQc8s8h,27.5,4,
KdQc9s8h,5,5,
KdQsQc8h,56,3,
KdQcTs7h,10,5,
KdQcJs7h,17.5,5,
KdQsQc7h,56,3,
7d7c4c3c,40,4,
8d7c4c3c,20,5,
9d7c4c3c,20,5,
Td7c4c3c,25,4,
Jd7c4c3c,20,5,
Qd7c4c3c,20,5,
Kd7c4c3c,20,5,
7c4c3c2h,30,4,
7c4c3h3c,23,5,
7c4h4c3c,24.5,5,
KhQc9d6c,25,4,
Qc9d6c2s,10,5,
Qc9d6c3s,15,5,
Qc9d6c4s,15,5,
Qc9d6c5s,20,5,
Qc9d6s6c,22.5,5,
Qc9d7s6c,20,5,
Qc9d8s6c,20,5,
Qc9s9d6c,40,4,
9h7c4c3c,20,5,
KdQc8h2s,-5,5,
KdQc8h3s,-5,5,
KdQc8h4s,-5,5,
KdQc8h5s,5,5,
KdQc8h6s,5,5,
KdQc8h7s,5,5,
Jc7c4c3c,20,5,
Qc7c4c3c,20,5,
Kc7c4c3c,20,5,
KdQc9h2s,0,5,
KdQc9h3s,0,5,
KdQc9h4s,0,5,
KdQc9h5s,0,5,
KdQc9h6s,5,5,
KdQc9h7s,5,5,
KdQc9h8s,5,5,
KdQc9s9h,30,4,
KdQsQc9h,58.5,3,
KdQcTh2s,7.5,5,
KdQcTh3s,7.5,5,
7h7c4c3c,40,4,
8h7c4c3c,20,5,
8h6c4c3c,18,5,
9h6c4c3c,18,5,
Th6c4c3c,18,5,
Jh6c4c3c,18,5,
Qh6c4c3c,18,5,
Kh6c4c3c,18,5,
KdQcTh4s,7.5,5,
KdQcTh5s,7.5,5,
KdQcTh6s,7.5,5,
KdQcTh7s,10,5,
Js6c4c3c,18,5,
Qs6c4c3c,18,5,
Ks6c4c3c,18,5,
8c7c4c3c,20,5,
9c7c4c3c,18,5,
Tc7c4c3c,25,4,
KdQhQc3s,56,3,
KdQhQc4s,56,3,
KdQhQc5s,56,3,
KdQhQc6s,56,3,
KdQhQc7s,56,3,
KdQhQc8s,56,3,
KdQhQc9s,58.5,3,
7c4c3c2d,30,4,
7c4c3d3c,23,5,
7c4d4c3c,24.5,5,
KdQcJh2s,17.5,5,
KdQcJh3s,17.5,5,
KdQcJh4s,17.5,5,
KdQcJh5s,17.5,5,
KdQcJh6s,17.5,5,
KdQcJh7s,17.5,5,
KsQc8d6c,25,4,
Qc9d6c2h,10,5,
Qc9d6c3h,15,5,
Qc9d6c4h,15,5,
Qc9d6c5h,20,5,
Qc9d6h6c,22.5,5,
Qc9d7h6c,20,5,
Qc9d8h6c,20,5,
Qc8d7h6c,25,4,
Qc8h8d6c,32.5,4,
6c4s4c3c,22.5,5,
6s6c4c3c,25.5,4,
8s6c4c3c,18,5,
9s6c4c3c,18,5,
Ts6c4c3c,18,5,
KdQhQc2s,56,3,
Qc8d6c3s,10,5,
Qc8d6c4s,10,5,
Qc8d6c5s,15,5,
Qc8d6s6c,17.5,5,
Qc8d7s6c,25,4,
Qc8s8d6c,32.5,4,
Qc9s8d6c,20,5,
Qc9s7d6c,20,5,
6d6c4c3c,25.5,4,
8d6c4c3c,18,5,
9d6c4c3c,18,5,
Td6c4c3c,18,5,
Jd6c4c3c,18,5,
Qd6c4c3c,18,5,
Kd6c4c3c,18,5,
6c4c3s3c,21,5,
Qc8d6c2h,5,5,
Qc8d6c3h,10,5,
Qc8d6c4h,10,5,
Qc8d6c5h,15,5,
Qc8d6h6c,17.5,5,
Qc7d6h6c,22.5,5,
Qc7h7d6c,35,4,
6h6c4c3c,25.5,4,
KdQc3s2s,30,4,
KdQc4s2s,28,4,
KdQc5s2s,25,4,
KdQc6s2s,15,5,
KdQc7s2s,15,5,
Qc9h8d6c,20,5,
KhQc8d6c,25,4,
Qc8d6c2s,5,5,
KdQc7s6s,30,4,
KdQc8s6s,28,4,
KdQc9s6s,25,4,
KdQc8s2s,15,5,
KdQc9s2s,20,5,
KdQc4s3s,30,4,
KdQc5s3s,28,4,
KdQc6s3s,25,4,
KdQc7s3s,15,5,
KdQc8s3s,15,5,
KdQc9s3s,20,5,
KdQc5s4s,30,4,
KdQc6s4s,28,4,
6c4c3h3c,21,5,
6c4h4c3c,22.5,5,
KsQc7d6c,25,4,
Qc9h7d6c,20,5,
KhQc7d6c,25,4,
Qc7d6c2s,10,5,
Qc7d6c3s,15,5,
Qc7d6c4s,15,5,
Qc7d6c5s,25,4,
Qc7d6s6c,22.5,5,
Qc7s7d6c,35,4,
Qc8s7d6c,25,4,
Qc9s6d6c,22.5,5,
QcTs6d6c,27.5,4,
KdQc9s4s,20,5,
KdQc6s5s,30,4,
KdQc7s5s,28,4,
KdQc8s5s,25,4,
KdQc9s5s,20,5,
Kh5c4c3c,30,4,
5c4c3s3c,33,4,
Ts5c4c3c,30,4,
Js5c4c3c,30,4,
Qs5c4c3c,30,4,
Ks5c4c3c,30,4,
8c6c4c3c,18,5,
9c6c4c3c,18,5,
Tc6c4c3c,18,5,
Jc6c4c3c,18,5,
Qc6c4c3c,18,5,
Kc6c4c3c,18,5,
6c4c3d3c,21,5,
KdQc7s4s,25,4,
KdQc8s4s,15,5,
Qc8h7d6c,25,4,
KdQc8s7s,30,4,
QcJs6d6c,32.5,4,
QsQc6d6c,86,1,
KsQc6d6c,32.5,4,
Qc7d6c2h,10,5,
Qc7d6c3h,15,5,
Qc7d6c4h,15,5,
Qc7d6c5h,25,4,
Qc6h6d6c,30,4,
Qc7h6d6c,22.5,5,
KdQc9s7s,28,4,
8h5c4c3c,30,4,
9h5c4c3c,25,4,
Th5c4c3c,30,4,
Jh5c4c3c,30,4,
Qh5c4c3c,30,4,
Kd5c4c3c,30,4,
5c4c3h3c,33,4,
5c4h4c3c,24.5,5,
5c4s4c3c,24.5,5,
5s5c4c3c,36,4,
8s5c4c3c,30,4,
9s5c4c3c,25,4,
AdQc3h2h,40,4,
AdQc4h2h,33,4,
AdQc5h2h,30,4,
AdQc6h2h,10,5,
AdQc7h2h,10,5,
AdQc8h2h,10,5,
AdQc9h2h,15,5,
AdQc2s2h,11.5,5,
6c4d4c3c,22.5,5,
AdQc6h3h,20,5,
AdQc7h3h,10,5,
AdQc8h3h,10,5,
AdQc9h3h,15,5,
AdQc3s2h,15,5,
AdQc4s2h,10,5,
AdQc5s2h,10,5,
AdQc6s2h,-10,5,
AdQc7s2h,-10,5,
5c4d4c3c,24.5,5,
5d5c4c3c,36,4,
8d5c4c3c,30,4,
9d5c4c3c,25,4,
Td5c4c3c,30,4,
Jd5c4c3c,30,4,
Qd5c4c3c,30,4,
QcTh6d6c,27.5,4,
QcJh6d6c,32.5,4,
QhQc6d6c,86,1,
KhQc6d6c,32.5,4,
Qc6d6c2s,12.5,5,
Qc6d6c3s,17.5,5,
Qc6d6c4s,17.5,5,
Qc6d6c5s,22.5,5,
Qc6s6d6c,30,4,
Qc7s6d6c,22.5,5,
Qc8s6d6c,17.5,5,
QcTs6c5d,25,4,
QcJs6c5d,25,4,
AdQc9s2h,-5,5,
AdQc4h3h,40,4,
AdQc5h3h,33,4,
AdQc3h2s,15,5,
AdQc3s3h,13,5,
AdQc4s3h,15,5,
AdQc5s3h,10,5,
AdQc6s3h,0,5,
AdQc7s3h,-10,5,
AdQc8s3h,-10,5,
AdQc9s3h,-5,5,
AdQc5h4h,40,4,
AdQc6h4h,23,5,
AdQc7h4h,20,5,
AdQc8h4h,10,5,
5h5c4c3c,36,4,
AdQc8s2h,-10,5,
Qc8h6d6c,17.5,5,
Qc9h6d6c,22.5,5,
AdQc9h4h,15,5,
KsQc6c5d,25,4,
Qc6d6c2h,12.5,5,
Qc6d6c3h,17.5,5,
Qc6d6c4h,17.5,5,
Qc6d6c5h,22.5,5,
Qc7h6c5d,25,4,
Qc8h6c5d,15,5,
AdQc4h2s,10,5,
AdQc4h3s,15,5,
AdQc4s4h,14.5,5,
AdQc5s4h,15,5,
AdQc6s4h,0,5,
AdQc7s4h,0,5,
AdQc8s4h,-10,5,
AdQc9s4h,-5,5,
Jc5c4c3c,30,4,
Qc5c4c3c,30,4,
Kc5c4c3c,30,4,
5c4c3d3c,33,4,
AdQc6h5h,30,4,
AdQc7h5h,23,5,
AdQc8h5h,20,5,
AdQc9h5h,15,5,
AdQc5h2s,10,5,
AdQc5h3s,10,5,
AdQc5h4s,15,5,
AdQc5s5h,16,5,
AdQc6s5h,5,5,
AdQc7s5h,0,5,
AdQc8s5h,0,5,
AdQc9s5h,-5,5,
KhQc6c5d,25,4,
Qc6c5d2s,15,5,
Qc6c5d3s,15,5,
Qc6c5d4s,25,4,
Qc6c5s5d,21,5,
Qc6s6c5d,22.5,5,
Qc7s6c5d,25,4,
Qc8s6c5d,15,5,
Qc9s6c5d,20,5,
KsQc6c4d,25,4,
AdQc7h6h,30,4,
AdQc8h6h,23,5,
AdQc9h6h,20,5,
8c5c4c3c,30,4,
9c5c4c3c,25,4,
Tc5c4c3c,30,4,
Qc6h6c5d,22.5,5,
Qc9h6c4d,15,5,
QcTh6c4d,20,5,
AdQc6h2s,-10,5,
AdQc6h3s,0,5,
AdQc6h4s,0,5,
AdQc6h5s,5,5,
AdQc6s6h,7.5,5,
AdQc7s6h,5,5,
AdQc8s6h,0,5,
AdQc9s6h,0,5,
AdQc8h7h,30,4,
AdQc9h7h,23,5,
Qc9h6c5d,20,5,
QcTh6c5d,25,4,
QcJh6c5d,25,4,
Qc8s6c4d,10,5,
Qc9s6c4d,15,5,
QcTs6c4d,20,5,
QcJs6c4d,25,4,
AdQc7h2s,-10,5,
AdQc7h3s,-10,5,
AdQc7h4s,0,5,
AdQc7h5s,0,5,
AdQc7h6s,5,5,
AdQc7s7h,20,5,
AdQc8s7h,5,5,
AdQc9s7h,0,5,
Qc6c5d2h,15,5,
Qc6c5d3h,15,5,
Qc6c5d4h,25,4,
Qc6c5h5d,21,5,
Qc6c5h4d,25,4,
Qc6h6c4d,17.5,5,
Qc7h6c4d,15,5,
Qc8h6c4d,10,5,
KhQc6c3d,25,4,
AdQc8h4s,-10,5,
AdQc8h5s,0,5,
AdQc8h6s,0,5,
QcJh6c4d,25,4,
KhQc6c4d,25,4,
Qc6c4d2s,10,5,
Qc6c4d3s,15,5,
Qc6c4s4d,14.5,5,
Qc6c5s4d,25,4,
Qc6s6c4d,17.5,5,
Qc7s6c4d,15,5,
QcJs6c3d,25,4,
KsQc6c3d,25,4,
AdQc8h7s,5,5,
AdQc8s8h,22.5,5,
AdQc9s8h,5,5,
AdQc9h2s,-5,5,
AdQc9h3s,-5,5,
AdQc9h4s,-5,5,
AdQc9h5s,-5,5,
AdQc9h6s,0,5,
AdQc9h7s,0,5,
AdQc8h2s,-10,5,
AdQc8h3s,-10,5,
Qc6c4d2h,10,5,
Qc6c4d3h,15,5,
Qc6c4h4d,14.5,5,
Qc7h6c3d,15,5,
Qc8h6c3d,10,5,
